Age (ka),1313 L* Depth (amcd),1313 L*,1313 L* Norm Detrend
825.061,40.00,76.20,1.3924
826.096,40.05,77.06,1.5439
827.131,40.10,76.79,1.4953
828.167,40.15,75.21,1.2147
829.202,40.20,73.86,0.9748
830.237,40.25,73.00,0.8217
831.273,40.30,69.00,0.1125
832.308,40.35,74.16,1.0255
833.344,40.40,75.98,1.3470
834.379,40.45,77.00,1.5269
835.414,40.50,76.46,1.4304
836.449,40.55,72.88,0.7956
837.485,40.60,73.87,0.9701
838.52,40.65,73.98,0.9888
839.556,40.70,73.15,0.8410
840.591,40.75,70.79,0.4222
841.626,40.80,72.21,0.6729
842.662,40.85,73.33,0.8705
843.697,40.90,73.26,0.8573
844.732,40.95,73.89,0.9680
845.768,41.00,74.91,1.1479
846.803,41.05,73.19,0.8425
847.838,41.10,72.17,0.6610
848.874,41.15,70.79,0.4158
849.909,41.20,70.29,0.3265
850.944,41.25,74.63,1.0943
851.98,41.30,76.45,1.4158
853.015,41.35,77.62,1.6222
854.051,41.40,77.15,1.5382
855.086,41.45,76.41,1.4063
856.121,41.50,74.86,1.1310
857.157,41.55,72.29,0.6750
858.192,41.60,69.54,0.1872
859.227,41.65,66.49,-0.3537
860.263,41.70,60.55,-1.4065
861.298,41.75,54.22,-2.5284
862.333,41.80,58.89,-1.7021
863.369,41.85,58.31,-1.8056
864.404,41.90,60.89,-1.3495
865.439,41.95,59.78,-1.5469
866.475,42.00,57.22,-2.0011
867.51,42.05,57.22,-2.0019
868.545,42.10,55.98,-2.2223
869.581,42.15,55.29,-2.3453
870.616,42.20,54.77,-2.4382
871.652,42.25,57.40,-1.9732
872.687,42.30,57.78,-1.9067
873.722,42.35,57.76,-1.9111
874.758,42.40,55.94,-2.2342
875.793,42.45,52.85,-2.7822
877.095,42.50,52.08,-2.9196
878.464,42.55,51.84,-2.9632
879.833,42.60,53.07,-2.7464
881.202,42.65,54.09,-2.5668
882.571,42.70,55.21,-2.3695
883.94,42.75,54.17,-2.5548
885.31,42.80,54.91,-2.4248
886.679,42.85,56.34,-2.1726
888.048,42.90,55.91,-2.2498
889.417,42.95,56.85,-2.0844
890.786,43.00,60.47,-1.4444
892.155,43.05,64.18,-0.7884
893.524,43.10,66.35,-0.4051
894.893,43.15,64.31,-0.7675
896.262,43.20,69.82,0.2073
897.631,43.25,70.61,0.3461
899,43.30,68.57,-0.0162
900.369,43.35,69.94,0.2254
901.738,43.40,67.94,-0.1299
903.107,43.45,65.75,-0.5188
904.476,43.50,68.73,0.0079
905.845,43.55,68.85,0.0281
907.214,43.60,68.68,-0.0031
908.583,43.65,70.33,0.2881
909.952,43.70,68.85,0.0249
911.321,43.75,67.88,-0.1480
912.69,43.80,62.65,-1.0753
914.06,43.85,58.16,-1.8715
915.429,43.90,57.14,-2.0532
916.798,43.95,59.28,-1.6753
918.167,44.00,60.68,-1.4284
919.536,44.05,57.98,-1.9076
920.905,44.10,56.50,-2.1708
922.263,44.15,58.03,-1.9009
923.575,44.20,58.15,-1.8806
924.888,44.25,58.71,-1.7825
926.2,44.30,60.20,-1.5196
927.512,44.35,62.80,-1.0602
928.825,44.40,64.57,-0.7477
930.138,44.45,62.85,-1.0534
931.45,44.50,64.08,-0.8365
932.762,44.55,67.34,-0.2602
934.075,44.60,69.08,0.0469
935.388,44.65,70.16,0.2372
936.7,44.70,69.83,0.1777
938.013,44.75,73.44,0.8160
939.325,44.80,74.62,1.0240
940.637,44.85,75.12,1.1115
941.95,44.90,75.54,1.1849
943.263,44.95,76.01,1.2671
944.575,45.00,78.54,1.7142
945.887,45.05,79.72,1.9221
947.2,45.10,80.11,1.9902
948.513,45.15,82.66,2.4408
949.825,45.20,83.04,2.5070
951.137,45.25,82.25,2.3661
952.45,45.30,81.88,2.2996
953.762,45.35,81.51,2.2330
955.075,45.40,80.29,2.0159
956.388,45.45,80.80,2.1052
957.7,45.50,79.03,1.7908
959.012,45.55,75.14,1.1008
960.325,45.60,73.47,0.8040
961.638,45.65,63.44,-0.9733
962.95,45.70,62.68,-1.1089
964.218,45.75,60.15,-1.5580
965.309,45.80,60.86,-1.4331
966.4,45.85,64.39,-0.8087
967.491,45.90,66.90,-0.3651
968.582,45.95,67.50,-0.2596
969.673,46.00,67.33,-0.2906
970.764,46.05,68.25,-0.1285
971.854,46.10,66.57,-0.4269
972.945,46.15,68.01,-0.1727
974.036,46.20,69.87,0.1559
975.127,46.25,72.39,0.6013
976.218,46.30,73.24,0.7510
977.309,46.35,72.77,0.6669
978.4,46.40,68.73,-0.0494
979.491,46.45,72.60,0.6351
980.582,46.50,73.24,0.7476
981.673,46.55,74.39,0.9504
982.764,46.60,73.29,0.7548
983.855,46.65,71.13,0.3714
984.945,46.70,70.26,0.2165
986.036,46.75,69.14,0.0173
987.127,46.80,68.10,-0.1678
988.067,46.85,69.44,0.0688
988.4,46.90,72.77,0.6583
988.733,46.95,73.26,0.7448
989.067,47.00,70.02,0.1708
989.4,47.05,72.12,0.5424
989.733,47.10,74.58,0.9778
990.194,47.15,74.89,1.0324
991.167,47.20,75.57,1.1520
992.139,47.25,75.38,1.1176
993.111,47.30,76.07,1.2391
994.083,47.35,75.53,1.1427
995.056,47.40,73.55,0.7913
996.028,47.45,74.59,0.9747
997,47.50,76.37,1.2892
997.972,47.55,75.66,1.1627
998.944,47.60,75.25,1.0893
999.917,47.65,73.64,0.8035
1000.889,47.70,71.81,0.4786
1001.861,47.75,68.52,-0.1048
1002.833,47.80,65.29,-0.6776
1003.806,47.85,64.44,-0.8289
1005.115,47.90,65.25,-0.6864
1006.508,47.95,70.03,0.1590
1007.902,48.00,71.57,0.4307
1009.295,48.05,71.25,0.3729
1010.688,48.10,70.26,0.1965
1012.082,48.15,70.31,0.2043
1013.475,48.20,69.98,0.1448
1014.869,48.25,68.77,-0.0706
1016.262,48.30,68.91,-0.0469
1017.656,48.35,71.90,0.4815
1019.049,48.40,71.28,0.3707
1020.443,48.45,74.75,0.9841
1021.836,48.50,76.51,1.2947
1023.229,48.55,74.51,0.9395
1024.623,48.60,71.97,0.4885
1026.016,48.65,70.12,0.1598
1027.41,48.70,74.68,0.9663
1028.803,48.75,77.48,1.4611
1030.197,48.80,79.70,1.8532
1031.59,48.85,77.33,1.4324
1032.984,48.90,78.42,1.6244
1034.377,48.95,76.18,1.2266
1035.77,49.00,75.60,1.1228
1037.164,49.05,75.68,1.1359
1038.268,49.10,76.16,1.2200
1038.937,49.15,75.13,1.0371
1039.607,49.20,70.83,0.2750
1040.276,49.25,71.53,0.3985
1040.946,49.30,68.74,-0.0961
1041.615,49.35,64.67,-0.8175
1042.285,49.40,66.56,-0.4833
1042.954,49.45,68.50,-0.1402
1043.623,49.50,69.43,0.0240
1044.293,49.55,69.35,0.0093
1044.962,49.60,68.81,-0.0869
1045.632,49.65,68.86,-0.0785
1046.301,49.70,68.66,-0.1145
1046.971,49.75,69.42,0.0196
1047.64,49.80,69.73,0.0740
1048.31,49.85,70.36,0.1850
1048.979,49.90,69.95,0.1119
1049.649,49.95,70.74,0.2513
1050.318,50.00,69.03,-0.0521
1050.987,50.05,66.96,-0.4192
1051.657,50.10,67.37,-0.3471
1052.326,50.15,66.46,-0.5088
1052.996,50.20,66.00,-0.5907
1053.665,50.25,64.40,-0.8746
1054.335,50.30,63.14,-1.0983
1055.004,50.35,64.19,-0.9129
1055.674,50.40,67.96,-0.2457
1056.343,50.45,71.53,0.3860
1057.013,50.50,74.64,0.9363
1057.682,50.55,76.34,1.2368
1058.351,50.60,79.04,1.7145
1059.021,50.65,80.85,2.0345
1059.69,50.70,80.97,2.0553
1060.36,50.75,80.88,2.0388
1061.029,50.80,81.68,2.1800
1061.699,50.85,81.06,2.0696
1062.368,50.90,80.91,2.0426
1063.038,50.95,80.41,1.9535
1063.707,51.00,80.06,1.8910
1064.377,51.05,79.45,1.7824
1065.046,51.10,80.19,1.9130
1065.715,51.15,77.52,1.4396
1066.385,51.20,78.95,1.6923
1067.054,51.25,79.11,1.7201
1067.724,51.30,78.76,1.6576
1068.393,51.35,77.89,1.5030
1069.063,51.40,76.32,1.2245
1069.732,51.45,74.90,0.9725
1071.333,51.50,73.60,0.7410
1073.556,51.55,74.79,0.9500
1075.778,51.60,74.78,0.9465
1078,51.65,74.24,0.8492
1080.222,51.70,73.61,0.7359
1082.444,51.75,71.69,0.3941
1084.667,51.80,72.75,0.5801
1086.889,51.85,70.68,0.2118
1089.111,51.90,68.81,-0.1211
1091.333,51.95,66.29,-0.5691
1093.556,52.00,63.09,-1.1376
1095.778,52.05,60.12,-1.6653
1098,52.10,60.06,-1.6776
1099.187,52.15,60.76,-1.5546
1100.373,52.20,65.34,-0.7444
1101.559,52.25,68.30,-0.2211
1102.746,52.30,70.35,0.1411
1103.932,52.35,72.21,0.4696
1105.119,52.40,73.61,0.7166
1106.305,52.45,73.76,0.7422
1107.492,52.50,73.32,0.6634
1108.678,52.55,71.55,0.3490
1109.864,52.60,69.79,0.0364
1111.051,52.65,71.87,0.4038
1112.237,52.70,71.46,0.3303
1113.424,52.75,71.12,0.2692
1114.61,52.80,69.86,0.0451
1115.797,52.85,69.25,-0.0639
1116.983,52.90,69.00,-0.1091
1118.17,52.95,68.20,-0.2517
1119.356,53.00,66.31,-0.5873
1120.542,53.05,63.24,-1.1319
1121.729,53.10,59.62,-1.7739
1122.915,53.15,57.45,-2.1592
1124.102,53.20,58.52,-1.9706
1125.288,53.25,59.44,-1.8086
1126.514,53.30,58.26,-2.0185
1127.799,53.35,58.34,-2.0053
1129.084,53.40,59.40,-1.8186
1130.37,53.45,62.28,-1.3095
1131.655,53.50,62.33,-1.3017
1132.94,53.55,62.90,-1.2017
1134.225,53.60,61.82,-1.3940
1135.51,53.65,61.99,-1.3649
1136.795,53.70,60.22,-1.6794
1138.08,53.75,65.01,-0.8320
1139.365,53.80,64.64,-0.8986
1140.651,53.85,64.18,-0.9810
1141.936,53.90,65.57,-0.7359
1143.221,53.95,68.64,-0.1932
1144.506,54.00,68.86,-0.1552
1145.791,54.05,68.25,-0.2642
1147.076,54.10,71.28,0.2714
1148.361,54.15,70.76,0.1783
1149.647,54.20,71.00,0.2198
1150.932,54.25,73.04,0.5801
1152.217,54.30,75.42,1.0006
1153.502,54.35,76.45,1.1820
1154.787,54.40,76.85,1.2519
1156.072,54.45,75.17,0.9534
1157.357,54.50,76.69,1.2215
1158.643,54.55,78.22,1.4915
1159.928,54.60,77.67,1.3931
1161.213,54.65,77.17,1.3036
1162.498,54.70,76.88,1.2512
1163.783,54.75,76.41,1.1670
1165.068,54.80,77.05,1.2793
1166.353,54.85,76.29,1.1437
1167.639,54.90,75.40,0.9851
1168.924,54.95,75.90,1.0727
1170.209,55.00,77.91,1.4276
1171.494,55.05,78.08,1.4568
1172.779,55.10,72.71,0.5047
1174.064,55.15,77.39,1.3326
1175.349,55.20,77.18,1.2944
1176.635,55.25,73.70,0.6771
1177.92,55.30,74.72,0.8567
1179.205,55.35,75.34,0.9655
1180.49,55.40,74.26,0.7733
1181.775,55.45,75.83,1.0503
1183.06,55.50,75.41,0.9749
1184.345,55.55,76.78,1.2166
1185.63,55.60,74.18,0.7551
1186.916,55.65,73.73,0.6744
1188.201,55.70,77.09,1.2685
1189.486,55.75,76.95,1.2427
1190.511,55.80,76.86,1.2260
1191.362,55.85,76.14,1.0978
1192.213,55.90,75.20,0.9306
1193.064,55.95,74.70,0.8414
1193.915,56.00,74.98,0.8904
1194.766,56.05,73.10,0.5568
1195.617,56.10,72.66,0.4782
1196.468,56.15,68.62,-0.2380
1197.319,56.20,64.49,-0.9701
1198.185,56.25,57.66,-2.1803
1199.109,56.30,61.70,-1.4656
1200.033,56.35,66.79,-0.5648
1200.957,56.40,67.25,-0.4841
1201.88,56.45,65.66,-0.7664
1202.804,56.50,64.11,-1.0416
1203.728,56.55,63.02,-1.2354
1204.652,56.60,59.45,-1.8683
1205.576,56.65,58.02,-2.1223
1206.5,56.70,60.46,-1.6909
1207.424,56.75,61.90,-1.4366
1208.348,56.80,63.64,-1.1291
1209.272,56.85,66.03,-0.7066
1210.196,56.90,66.02,-0.7091
1211.12,56.95,63.33,-1.1862
1212.043,57.00,63.40,-1.1745
1212.967,57.05,61.88,-1.4444
1213.891,57.10,63.69,-1.1246
1214.815,57.15,62.43,-1.3485
1215.815,57.20,61.86,-1.4502
1216.833,57.25,64.55,-0.9746
1217.852,57.30,64.60,-0.9665
1218.87,57.35,64.05,-1.0647
1219.889,57.40,65.91,-0.7361
1220.907,57.45,66.67,-0.6023
1221.926,57.50,63.78,-1.1149
1222.944,57.55,64.83,-0.9297
1223.963,57.60,64.13,-1.0545
1224.982,57.65,65.49,-0.8144
1226,57.70,65.92,-0.7390
1227.019,57.75,67.43,-0.4724
1228.037,57.80,72.11,0.3556
1229.056,57.85,74.23,0.7303
1230.074,57.90,75.47,0.9491
1231.093,57.95,76.48,1.1272
1232.111,58.00,77.20,1.2539
1233.13,58.05,78.01,1.3966
1234.148,58.10,77.64,1.3303
1235.167,58.15,79.29,1.6217
1236.185,58.20,78.24,1.4349
1237.204,58.25,77.39,1.2836
1238.222,58.30,75.09,0.8755
1239.241,58.35,78.50,1.4786
1240.259,58.40,76.73,1.1644
1241.278,58.45,74.70,0.8041
1242.296,58.50,72.26,0.3711
1243.315,58.55,71.07,0.1596
1244.333,58.60,68.58,-0.2822
1245.352,58.65,64.76,-0.9595
1246.37,58.70,60.47,-1.7200
1247.389,58.75,57.81,-2.1919
1248.389,58.80,58.91,-1.9979
1249.361,58.85,59.65,-1.8676
1250.333,58.90,59.76,-1.8488
1251.306,58.95,60.69,-1.6849
1252.278,59.00,61.87,-1.4767
1253.25,59.05,57.89,-2.1823
1254.222,59.10,59.09,-1.9705
1255.194,59.15,60.35,-1.7481
1256.167,59.20,62.19,-1.4230
1257.139,59.25,61.87,-1.4804
1258.111,59.30,62.01,-1.4564
1259.083,59.35,59.96,-1.8202
1260.056,59.40,60.52,-1.7218
1261.028,59.45,63.17,-1.2532
1262,59.50,67.67,-0.4570
1262.972,59.55,69.16,-0.1939
1263.944,59.60,71.38,0.1985
1264.917,59.65,72.51,0.3979
1265.889,59.70,69.90,-0.0651
1266.861,59.75,74.95,0.8285
1267.833,59.80,78.45,1.4476
1268.806,59.85,79.26,1.5903
1269.778,59.90,78.33,1.4248
1270.75,59.95,78.67,1.4843
1271.722,60.00,78.99,1.5402
1272.694,60.05,78.50,1.4527
1273.667,60.10,73.25,0.5221
1274.639,60.15,76.77,1.1448
1275.611,60.20,76.10,1.0254
1276.583,60.25,76.05,1.0158
1277.556,60.30,75.97,1.0008
1278.528,60.35,75.33,0.8867
1279.5,60.40,74.30,0.7036
1280.472,60.45,73.49,0.5594
1281.444,60.50,72.54,0.3904
1282.417,60.55,71.26,0.1629
1283.389,60.60,67.83,-0.4453
1284.361,60.65,65.58,-0.8445
1285.333,60.70,64.77,-0.9887
1286.306,60.75,63.12,-1.2817
1287.278,60.80,65.53,-0.8556
1288.25,60.85,64.91,-0.9662
1289.222,60.90,63.43,-1.2290
1290.235,60.95,62.41,-1.4105
1291.408,61.00,61.69,-1.5389
1292.582,61.05,60.00,-1.8391
1293.755,61.10,61.80,-1.5212
1294.929,61.15,63.03,-1.3043
1296.102,61.20,65.07,-0.9439
1297.276,61.25,69.19,-0.2152
1298.449,61.30,74.26,0.6818
1299.622,61.35,76.03,0.9944
1300.796,61.40,75.23,0.8518
1301.969,61.45,72.59,0.3833
1303.143,61.50,73.38,0.5223
1304.316,61.55,75.50,0.8969
1305.49,61.60,76.29,1.0359
1306.663,61.65,76.44,1.0615
1307.837,61.70,77.04,1.1669
1309.01,61.75,77.01,1.1606
1310.184,61.80,76.77,1.1172
1311.357,61.85,76.66,1.0968
1312.531,61.90,76.46,1.0605
1313.704,61.95,75.98,0.9746
1314.878,62.00,73.43,0.5221
1316.051,62.05,75.26,0.8453
1317.224,62.10,73.40,0.5149
1318.398,62.15,68.44,-0.3644
1319.571,62.20,68.08,-0.4291
1320.745,62.25,68.81,-0.3007
1321.918,62.30,68.62,-0.3352
1323.092,62.35,68.19,-0.4123
1324.265,62.40,68.76,-0.3123
1325.439,62.45,68.19,-0.4141
1326.612,62.50,66.69,-0.6807
1327.786,62.55,64.37,-1.0925
1328.959,62.60,62.62,-1.4033
1330.133,62.65,61.76,-1.5565
1331.306,62.70,62.50,-1.4264
1332.48,62.75,61.35,-1.6309
1333.653,62.80,61.55,-1.5964
1334.826,62.85,62.65,-1.4025
1336,62.90,63.73,-1.2122
1336.796,62.95,65.33,-0.9294
1337.593,63.00,65.57,-0.8875
1338.389,63.05,67.03,-0.6296
1339.186,63.10,66.39,-0.7436
1339.982,63.15,66.74,-0.6822
1340.779,63.20,65.24,-0.9485
1341.575,63.25,65.36,-0.9278
1342.372,63.30,68.62,-0.3511
1343.168,63.35,71.60,0.1760
1343.965,63.40,74.20,0.6359
1344.761,63.45,76.75,1.0869
1345.557,63.50,77.43,1.2067
1346.354,63.55,75.41,0.8483
1347.15,63.60,77.64,1.2426
1347.947,63.65,78.12,1.3270
1348.743,63.70,76.24,0.9935
1349.54,63.75,76.11,0.9698
1350.336,63.80,79.18,1.5129
1351.133,63.85,79.47,1.5637
1351.929,63.90,78.06,1.3133
1352.726,63.95,79.74,1.6102
1353.522,64.00,79.20,1.5140
1354.319,64.05,79.24,1.5205
1355.115,64.10,79.22,1.5163
1355.911,64.15,79.20,1.5121
1356.708,64.20,78.63,1.4106
1357.504,64.25,77.56,1.2205
1358.301,64.30,77.68,1.2411
1359.097,64.35,78.30,1.3503
1359.894,64.40,73.79,0.5509
1360.69,64.45,72.03,0.2386
1361.487,64.50,74.62,0.6967
1362.283,64.55,74.50,0.6748
1363.08,64.60,74.42,0.6600
1363.876,64.65,74.24,0.6275
1364.672,64.70,71.35,0.1151
1365.469,64.75,72.93,0.3943
1366.266,64.80,70.92,0.0377
1367.062,64.85,69.58,-0.2002
1367.858,64.90,68.53,-0.3868
1368.655,64.95,68.06,-0.4706
1369.451,65.00,66.50,-0.7475
1370.248,65.05,65.31,-0.9589
1371.044,65.10,65.42,-0.9400
1371.841,65.15,65.56,-0.9159
1372.808,65.20,67.13,-0.6386
1373.818,65.25,64.83,-1.0467
1374.828,65.30,68.18,-0.4542
1375.838,65.35,71.19,0.0781
1376.849,65.40,70.67,-0.0148
1377.859,65.45,69.27,-0.2635
1378.869,65.50,67.56,-0.5671
1379.879,65.55,71.80,0.1830
1380.889,65.60,76.50,1.0146
1381.899,65.65,77.80,1.2440
1382.909,65.70,73.99,0.5685
1383.919,65.75,74.83,0.7165
1384.929,65.80,71.25,0.0817
1385.939,65.85,76.72,1.0496
1386.949,65.90,79.12,1.4739
1387.959,65.95,78.52,1.3669
1388.97,66.00,79.24,1.4936
1389.98,66.05,79.36,1.5141
1390.99,66.10,78.63,1.3840
1392,66.15,78.04,1.2787
1393.01,66.20,76.28,0.9662
1394.02,66.25,75.68,0.8592
1395.03,66.30,75.57,0.8389
1396.04,66.35,73.64,0.4963
1397.051,66.40,74.84,0.7081
1398.061,66.45,74.63,0.6701
1399.071,66.50,74.03,0.5631
1400.081,66.55,73.87,0.5339
1401.091,66.60,73.31,0.4340
1402.101,66.65,72.93,0.3659
1403.111,66.70,70.56,-0.0546
1404.121,66.75,68.29,-0.4574
1405.131,66.80,65.23,-1.0001
1406.141,66.85,67.30,-0.6343
1407.152,66.90,68.19,-0.4775
1408.162,66.95,69.42,-0.2604
1409.172,67.00,70.37,-0.0930
1410.182,67.05,68.47,-0.4302
1411.192,67.10,63.97,-1.2280
1412.31,67.15,68.78,-0.3770
1413.859,67.20,71.72,0.1425
1415.408,67.25,69.79,-0.2005
1416.958,67.30,67.78,-0.5577
1418.507,67.35,67.25,-0.6527
1420.056,67.40,68.27,-0.4733
1421.606,67.45,76.30,0.9476
1423.155,67.50,77.65,1.1855
1424.704,67.55,78.78,1.3844
1426.254,67.60,79.28,1.4718
1427.803,67.65,79.51,1.5113
1429.352,67.70,79.95,1.5880
1430.901,67.75,80.51,1.6860
1432.451,67.80,80.11,1.6140
1434,67.85,79.65,1.5313
1435.549,67.90,78.46,1.3193
1437.099,67.95,78.21,1.2739
1438.648,68.00,75.63,0.8157
1440.197,68.05,80.06,1.5991
1441.746,68.10,79.93,1.5749
1443.296,68.15,80.44,1.6640
1444.845,68.20,77.03,1.0589
1446.394,68.25,79.31,1.4615
1447.944,68.30,78.03,1.2336
1449.493,68.35,74.15,0.5452
1451.042,68.40,70.36,-0.1272
1452.592,68.45,66.88,-0.7447
1454.141,68.50,61.58,-1.6845
1455.69,68.55,57.05,-2.4880
1456.851,68.60,59.33,-2.0851
1457.915,68.65,62.34,-1.5529
1458.979,68.70,63.32,-1.3801
1460.043,68.75,63.94,-1.2712
1461.106,68.80,58.85,-2.1734
1462.17,68.85,60.25,-1.9263
1463.234,68.90,63.71,-1.3144
1464.298,68.95,64.30,-1.2107
1465.362,69.00,65.07,-1.0752
1466.426,69.05,65.69,-0.9662
1467.489,69.10,63.64,-1.3301
1468.553,69.15,68.65,-0.4436
1469.617,69.20,69.79,-0.2425
1470.681,69.25,72.97,0.3198
1471.745,69.30,73.27,0.3721
1472.808,69.35,74.09,0.5165
1473.872,69.40,73.66,0.4395
1474.936,69.45,73.95,0.4901
1476,69.50,73.21,0.3582
1477.064,69.55,72.79,0.2830
1478.128,69.60,76.55,0.9481
1479.192,69.65,74.98,0.6692
1480.255,69.70,77.89,1.1837
1481.319,69.75,79.09,1.3954
1482.383,69.80,79.58,1.4814
1483.447,69.85,80.46,1.6364
1484.511,69.90,80.91,1.7153
1485.574,69.95,80.52,1.6454
1486.638,70.00,80.10,1.5702
1487.702,70.05,79.16,1.4029
1488.766,70.10,78.08,1.2108
1489.83,70.15,77.14,1.0435
1490.894,70.20,74.96,0.6566
1491.957,70.25,72.27,0.1794
1493.021,70.30,68.37,-0.5122
1494.085,70.35,65.71,-0.9841
1495.149,70.40,63.48,-1.3798
1496.19,70.45,61.09,-1.8039
1497.138,70.50,62.41,-1.5709
1498.086,70.55,62.31,-1.5893
1499.034,70.60,63.28,-1.4183
1499.983,70.65,63.86,-1.3163
1500.931,70.70,64.92,-1.1293
1501.879,70.75,63.57,-1.3691
1502.828,70.80,64.47,-1.2105
1503.776,70.85,64.99,-1.1191
1504.724,70.90,63.44,-1.3943
1505.672,70.95,64.69,-1.1737
1506.621,71.00,63.63,-1.3622
1507.569,71.05,66.87,-0.7891
1508.517,71.10,66.49,-0.8571
1509.465,71.15,68.81,-0.4470
1510.414,71.20,67.75,-0.6355
1511.362,71.25,66.08,-0.9319
1512.31,71.30,66.22,-0.9079
1513.259,71.35,69.61,-0.3083
1514.207,71.40,74.41,0.5411
1515.155,71.45,75.84,0.7936
1516.103,71.50,75.12,0.6654
1517.052,71.55,75.12,0.6646
1518,71.60,75.04,0.6497
1518.948,71.65,77.24,1.0386
1519.896,71.70,77.61,1.1034
1520.845,71.75,77.46,1.0761
1521.793,71.80,77.95,1.1621
1522.741,71.85,77.46,1.0746
1523.69,71.90,77.33,1.0509
1524.638,71.95,77.34,1.0519
1525.586,72.00,76.89,0.9715
1526.535,72.05,76.18,0.8450
1527.483,72.10,74.16,0.4865
1528.431,72.15,74.05,0.4663
1529.379,72.20,72.51,0.1928
1530.328,72.25,64.29,-1.2637
1531.276,72.30,65.48,-1.0536
1532.224,72.35,65.41,-1.0668
1533.172,72.40,65.01,-1.1384
1534.121,72.45,66.87,-0.8097
1535.069,72.50,62.33,-1.6145
1536.017,72.55,64.79,-1.1795
1536.965,72.60,64.83,-1.1732
1537.914,72.65,66.57,-0.8658
1538.862,72.70,65.81,-1.0011
1539.81,72.75,62.35,-1.6146
1540.679,72.80,62.03,-1.6719
1541.528,72.85,62.84,-1.5291
1542.377,72.90,62.66,-1.5617
1543.226,72.95,62.49,-1.5924
1544.075,73.00,62.08,-1.6657
1544.925,73.05,61.68,-1.7372
1545.774,73.10,65.11,-1.1304
1546.623,73.15,65.23,-1.1098
1547.472,73.20,67.14,-0.7722
1548.321,73.25,68.19,-0.5869
1549.17,73.30,68.96,-0.4512
1550.019,73.35,70.84,-0.1189
1550.868,73.40,71.89,0.0664
1551.717,73.45,73.18,0.2942
1552.566,73.50,73.36,0.3254
1553.415,73.55,70.02,-0.2668
1554.264,73.60,68.80,-0.4835
1555.113,73.65,66.09,-0.9641
1555.962,73.70,65.71,-1.0321
1556.811,73.75,69.67,-0.3314
1557.66,73.80,72.18,0.1125
1558.509,73.85,74.34,0.4944
1559.359,73.90,76.11,0.8072
1560.208,73.95,76.96,0.9570
1561.057,74.00,76.10,0.8041
1561.906,74.05,73.32,0.3111
1562.755,74.10,79.55,1.4138
1563.604,74.15,79.99,1.4910
1564.453,74.20,78.41,1.2105
1565.302,74.25,80.41,1.5641
1566.151,74.30,80.40,1.5617
1567,74.35,80.01,1.4919
1567.849,74.40,79.62,1.4222
1568.698,74.45,79.37,1.3773
1569.547,74.50,78.53,1.2278
1570.396,74.55,77.66,1.0731
1571.245,74.60,76.49,0.8652
1572.094,74.65,75.72,0.7282
1572.943,74.70,75.12,0.6213
1573.792,74.75,70.55,-0.1887
1574.642,74.80,72.26,0.1135
1575.491,74.85,71.79,0.0296
1576.287,74.90,71.63,0.0006
1577.005,74.95,72.62,0.1754
1577.724,75.00,73.70,0.3661
1578.442,75.05,73.02,0.2451
1579.16,75.10,70.25,-0.2460
1579.879,75.15,72.34,0.1236
1580.597,75.20,74.90,0.5764
1581.315,75.25,75.30,0.6467
1582.033,75.30,74.51,0.5062
1582.751,75.35,72.64,0.1745
1583.47,75.40,73.33,0.2961
1584.188,75.45,74.09,0.4302
1584.906,75.50,73.75,0.3694
1585.624,75.55,74.98,0.5867
1586.343,75.60,74.39,0.4816
1587.061,75.65,73.91,0.3961
1587.779,75.70,72.53,0.1511
1588.497,75.75,70.92,-0.1346
1589.216,75.80,66.08,-0.9923
1589.934,75.85,65.52,-1.0920
1590.652,75.90,69.07,-0.4639
1591.37,75.95,74.95,0.5769
1592.088,76.00,76.61,0.8703
1592.807,76.05,78.05,1.1248
1593.525,76.10,77.65,1.0534
1594.243,76.15,77.87,1.0918
1594.961,76.20,76.44,0.8380
1595.68,76.25,77.19,0.9703
1596.398,76.30,76.89,0.9166
1597.116,76.35,76.87,0.9125
1597.834,76.40,76.25,0.8021
1598.552,76.45,77.55,1.0318
1599.271,76.50,77.54,1.0295
1599.989,76.55,76.60,0.8624
1600.707,76.60,78.44,1.1877
1601.425,76.65,77.69,1.0544
1602.144,76.70,77.43,1.0078
1602.862,76.75,76.74,0.8850
1603.58,76.80,77.32,0.9872
1604.298,76.85,74.27,0.4465
1605.017,76.90,77.04,0.9365
1605.735,76.95,76.20,0.7871
1606.453,77.00,75.99,0.7494
1607.171,77.05,73.86,0.3716
1607.89,77.10,73.65,0.3339
1608.608,77.15,75.46,0.6539
1609.326,77.20,76.10,0.7666
1610.044,77.25,76.16,0.7767
1610.762,77.30,76.22,0.7868
1611.481,77.35,76.01,0.7490
1612.199,77.40,75.82,0.7148
1612.917,77.45,74.64,0.5053
1613.635,77.50,73.80,0.3560
1614.354,77.55,72.08,0.0508
1615.072,77.60,71.18,-0.1091
1615.79,77.65,68.42,-0.5985
1616.508,77.70,72.88,0.1908
1617.227,77.75,75.47,0.6490
1617.945,77.80,75.37,0.6307
1618.663,77.85,75.61,0.6726
1619.381,77.90,77.10,0.9360
1620.099,77.95,76.84,0.8894
1620.818,78.00,76.51,0.8304
1621.536,78.05,76.25,0.7837
1622.254,78.10,75.54,0.6575
1622.972,78.15,75.05,0.5701
1623.691,78.20,74.12,0.4049
1624.409,78.25,73.18,0.2378
1625.127,78.30,72.16,0.0566
1625.845,78.35,71.12,-0.1281
